date,nav,cash,transaction_costs,n_positions,returns
2015-09-17,9754243.985711401,5590704.657111402,0.0,8,0.0007112352060703042
2015-09-18,9772283.6550368,3631121.779536801,3717.9353746,8,0.0018494174793888263
2015-09-21,9768206.477336803,3631121.779536801,0.0,8,-0.0004172185175872478
2015-09-22,9790518.0435368,3631121.779536801,0.0,8,0.0022841005922389357
2015-09-23,9783415.285136802,3631121.779536801,0.0,8,-0.0007254731944126291
2015-09-24,9801086.842636801,3631121.779536801,0.0,8,0.0018062769477695806
2015-09-25,9801192.479518803,5046892.866018802,3262.5503180000005,8,1.0778078359807708e-05
2015-09-28,9833612.485318802,5046892.866018802,0.0,8,0.003307761363501971
2015-09-29,9846239.376118802,5046892.866018802,0.0,8,0.001284054137668189
2015-09-30,9861282.569818802,5046892.866018802,0.0,8,0.0015278110886158824
2015-10-01,9870640.8029188,5046892.866018802,0.0,8,0.000948987419612024
2015-10-02,9902105.842859201,7893166.219659201,3327.8723596000004,8,0.0031877403472222454
2015-10-05,9915361.3134592,7893166.219659201,0.0,8,0.0013386516777700308
2015-10-06,9925558.507259201,7893166.219659201,0.0,8,0.0010284238241684562
2015-10-07,9913599.3914592,7893166.219659201,0.0,8,-0.0012048808932267896
2015-10-08,9911386.5843592,7893166.219659201,0.0,8,-0.00022320925151630977
2015-10-09,9885925.3996409,9490162.969340898,4958.1796183,8,-0.0025688822145714107
2015-10-12,9921339.789240899,9490162.969340898,0.0,8,0.0035823039491362785
2015-10-13,9922749.672940895,9490162.969340898,0.0,8,0.00014210618020826793
2015-10-14,9931774.571440898,9490162.969340898,0.0,8,0.0009095158899969924
2015-10-15,9933895.501040896,9490162.969340898,0.0,8,0.0002135499134361396
2015-10-16,9938800.838023199,9292175.340623198,2041.6300177,8,0.0004937979246699697
2015-10-19,9948889.310023198,9292175.340623198,0.0,8,0.001015059277715169
2015-10-20,9926391.467623195,9292175.340623198,0.0,8,-0.002261342115580378
2015-10-21,9950136.1069232,9292175.340623198,0.0,8,0.00239207161811561
2015-10-22,9959121.029723195,9292175.340623198,0.0,8,0.0009029949644350221
2015-10-23,9931063.232149297,7461722.100049297,4535.2008739,8,-0.0028172965756876334
2015-10-26,9917248.996349296,7461722.100049297,0.0,8,-0.0013910127724574561
2015-10-27,9924724.944849297,7461722.100049297,0.0,8,0.0007538328928469173
2015-10-28,9913887.188949296,7461722.100049297,0.0,8,-0.0010919955928476721
2015-10-29,9889555.014249295,7461722.100049297,0.0,8,-0.0024543525900843077
2015-10-30,9858855.175318697,4133230.101918697,5621.990130599999,8,-0.003104268987468517
2015-11-02,9824043.759918695,4133230.101918697,0.0,8,-0.0035309794880800105
2015-11-03,9815962.777318696,4133230.101918697,0.0,8,-0.0008225719263353914
2015-11-04,9808508.577218696,4133230.101918697,0.0,8,-0.0007593957178834154
2015-11-05,9790114.6815187,4133230.101918697,0.0,8,-0.001875299955664822
2015-11-06,9784063.427196,4467090.417195998,3283.6724227,8,-0.0006180984104429132
2015-11-09,9794662.315395998,4467090.417195998,0.0,8,0.0010832808146497008
2015-11-10,9829058.197296,4467090.417195998,0.0,8,0.003511696553941901
2015-11-11,9831812.573295997,4467090.417195998,0.0,8,0.00028022786565218283
2015-11-12,9843690.644195998,4467090.417195998,0.0,8,0.0012081262545893257
2015-11-13,9863444.9354542,4126002.3657541983,3346.5570417999998,8,0.0020067972442681103
2015-11-16,9878274.561754199,4126002.3657541983,0.0,8,0.0015034935965114737
2015-11-17,9888561.6542542,4126002.3657541983,0.0,8,0.0010413855613844447
2015-11-18,9875372.970154198,4126002.3657541983,0.0,8,-0.001333731290872664
2015-11-19,9870292.235954199,4126002.3657541983,0.0,8,-0.0005144852974520164
2015-11-20,9855391.275118394,6448638.159718397,3782.3834358,8,-0.0015096777764619373
2015-11-23,9868751.822218398,6448638.159718397,0.0,8,0.0013556587178567003
2015-11-24,9873973.063618395,6448638.159718397,0.0,8,0.0005290680619045585
2015-11-25,9886843.205618398,6448638.159718397,0.0,8,0.001303441068461586
2015-11-26,9881540.866818396,6448638.159718397,0.0,8,-0.0005363025072541161
2015-11-27,9864969.818193095,5118011.214593096,9149.5412253,8,-0.0016769701050315389
2015-11-30,9884585.726793095,5118011.214593096,0.0,8,0.0019884408124417607
2015-12-01,9892718.353293097,5118011.214593096,0.0,8,0.000822758456933359
2015-12-02,9868163.282093097,5118011.214593096,0.0,8,-0.0024821358824823614
2015-12-03,9871995.231693096,5118011.214593096,0.0,8,0.00038831436919517515
2015-12-04,9921294.483001295,3846559.5969012957,2937.4866918,8,0.004993848776377874
2015-12-07,9930177.097201299,3846559.5969012957,0.0,8,0.0008953079878055714
2015-12-08,9921538.990501298,3846559.5969012957,0.0,8,-0.0008698844557802898
2015-12-09,9945899.490101295,3846559.5969012957,0.0,8,0.002455314606264025
2015-12-10,9947248.889201295,3846559.5969012957,0.0,8,0.0001356739127862383
2015-12-11,9984785.639890196,6115190.626390196,4070.6424111,8,0.0037735811285120047
2015-12-14,9977051.168990195,6115190.626390196,0.0,8,-0.0007746256333336365
2015-12-15,9965351.741690196,6115190.626390196,0.0,8,-0.0011726337874623516
2015-12-16,9985419.363790197,6115190.626390196,0.0,8,0.0020137394665205033
2015-12-17,9998859.754590197,6115190.626390196,0.0,8,0.0013460016360191673
2015-12-18,10024955.862653896,6992455.821153897,3999.9121363000004,8,0.002609908399977323
2015-12-21,10044731.3749539,6992455.821153897,0.0,8,0.001972628365743967
2015-12-22,10020500.083353896,6992455.821153897,0.0,8,-0.0024123384384796553
2015-12-23,10033138.098953895,6992455.821153897,0.0,8,0.0012612160565712571
2015-12-24,10039864.470953897,6992455.821153897,0.0,8,0.000670415570249494
2015-12-25,10071931.5409015,8163501.335101499,3929.6158524,8,0.0031939743848512503
2015-12-28,10076839.516601497,8163501.335101499,0.0,8,0.00048729240067468815
2015-12-29,10060390.916601498,8163501.335101499,0.0,8,-0.0016323173523703494
2015-12-30,10023227.3708015,8163501.335101499,0.0,8,-0.0036940458982236413
2015-12-31,10065655.8328015,8163501.335101499,0.0,8,0.004233014021371995
2016-01-01,10060385.3543275,6939806.7664275,4996.189074,8,-0.0005236100420625833
2016-01-04,10054657.703427503,6939806.7664275,0.0,8,-0.0005693271876044959
2016-01-05,10062270.5052275,6939806.7664275,0.0,8,0.0007571418167127142
2016-01-06,10058211.9721275,6939806.7664275,0.0,8,-0.00040334168097455603
2016-01-07,10086016.9625275,6939806.7664275,0.0,8,0.0027644068823613477
2016-01-08,10089550.7251962,5076683.3584962,4385.974831300001,8,0.0003503625545968614
2016-01-11,10100415.6432962,5076683.3584962,0.0,8,0.0010768485531142957
2016-01-12,10093244.537696201,5076683.3584962,0.0,8,-0.0007099812377284742
2016-01-13,10121932.476896198,5076683.3584962,0.0,8,0.002842291107963746
2016-01-14,10131789.4541962,5076683.3584962,0.0,8,0.0009738236569449832
2016-01-15,10124081.5792748,5838504.885974799,5898.880321400001,8,-0.0007607614584024258
2016-01-18,10144583.4213748,5838504.885974799,0.0,8,0.002025056983141038
2016-01-19,10136453.0324748,5838504.885974799,0.0,8,-0.0008014512338544444
2016-01-20,10182423.569874799,5838504.885974799,0.0,8,0.0045351699704740955
2016-01-21,10213967.256474797,5838504.885974799,0.0,8,0.0030978564566221944
2016-01-22,10191198.701308902,7546836.1511089,4519.9339659,8,-0.0022291588169582877
2016-01-25,10220637.5014089,7546836.1511089,0.0,8,0.002888649408456345
2016-01-26,10231199.277008899,7546836.1511089,0.0,8,0.0010333773796931123
2016-01-27,10221858.2419089,7546836.1511089,0.0,8,-0.0009129951286345195
2016-01-28,10230504.423708899,7546836.1511089,0.0,8,0.0008458522506749055
2016-01-29,10205769.5573134,7902844.2350134,1248.2291955,8,-0.0024177562875763448
2016-02-01,10193774.084413402,7902844.2350134,0.0,8,-0.0011753619198076048
2016-02-02,10204060.778013397,7902844.2350134,0.0,8,0.0010091153202742564
2016-02-03,10170773.239713399,7902844.2350134,0.0,8,-0.0032621854205066025
2016-02-04,10168463.900413401,7902844.2350134,0.0,8,-0.00022705641405706967
2016-02-05,10144310.8437905,5035187.2252905,6008.0708229,8,-0.0023752905905404242
2016-02-08,10142256.504290499,5035187.2252905,0.0,8,-0.00020251148960581666
2016-02-09,10145454.7387905,5035187.2252905,0.0,8,0.00031533756799073664
2016-02-10,10134853.798690502,5035187.2252905,0.0,8,-0.0010448955096579171
2016-02-11,10111958.127890501,5035187.2252905,0.0,8,-0.002259102228288512
2016-02-12,10095980.830678,5931110.144778,5799.795412500001,8,-0.0015800398904376456
2016-02-15,10082257.321278002,5931110.144778,0.0,8,-0.0013593042251325294
2016-02-16,10059134.391578002,5931110.144778,0.0,8,-0.0022934278468771385
2016-02-17,10033316.173078,5931110.144778,0.0,8,-0.002566644155944209
2016-02-18,10034357.845178002,5931110.144778,0.0,8,0.00010382131710318099
2016-02-19,10025773.902795902,8019341.1047959,6487.563682100001,8,-0.000855455078894396
2016-02-22,10034649.0224959,8019341.1047959,0.0,8,0.0008852303858082333
2016-02-23,10064145.8711959,8019341.1047959,0.0,8,0.0029394997905629605
2016-02-24,10070399.8050959,8019341.1047959,0.0,8,0.0006214073186179281
2016-02-25,10065769.8324959,8019341.1047959,0.0,8,-0.0004597605546561301
2016-02-26,10047179.720710903,7085017.384310901,6084.6524850000005,8,-0.0018468643823923436
2016-02-29,10053976.869510904,7085017.384310901,0.0,8,0.0006765230630829677
2016-03-01,10034054.206910904,7085017.384310901,0.0,8,-0.001981570363506213
2016-03-02,10030917.833410902,7085017.384310901,0.0,8,-0.0003125729077527728
2016-03-03,10027182.6300109,7085017.384310901,0.0,8,-0.0003723690555575976
2016-03-04,10023078.903718397,8859598.493818399,2845.7249925,8,-0.0004092601525198525
2016-03-07,10009021.295218397,8859598.493818399,0.0,8,-0.0014025239784140053
2016-03-08,10038930.239618396,8859598.493818399,0.0,8,0.0029881986977375874
2016-03-09,10027335.8585184,8859598.493818399,0.0,8,-0.0011549418935336009
2016-03-10,10011445.611218395,8859598.493818399,0.0,8,-0.0015846928360842005
2016-03-11,9994937.513526496,7394030.036626497,5813.7910919000005,8,-0.001648922476630288
2016-03-14,9995306.076526498,7394030.036626497,0.0,8,3.687496790294453e-05
2016-03-15,9991562.074726496,7394030.036626497,0.0,8,-0.000374576003109639
2016-03-16,9993327.481326502,7394030.036626497,0.0,8,0.0001766897494908104
2016-03-17,9965861.505826497,7394030.036626497,0.0,8,-0.0027484314460151094
2016-03-18,9985077.937004399,4969064.9661043985,4247.0580221,8,0.0019282257902808464
2016-03-21,9966092.3365044,4969064.9661043985,0.0,8,-0.0019013973270692874
2016-03-22,9959848.635304399,4969064.9661043985,0.0,8,-0.0006264944161846753
2016-03-23,9966622.349004395,4969064.9661043985,0.0,8,0.0006801020726345808
2016-03-24,9954348.232804397,4969064.9661043985,0.0,8,-0.0012315221516570052
2016-03-25,9937624.014251199,3631281.358951199,2417.3195532,8,-0.0016800917711602414
2016-03-28,9928686.684051199,3631281.358951199,0.0,8,-0.0008993427591125203
2016-03-29,9952345.0427512,3631281.358951199,0.0,8,0.0023828286109586205
2016-03-30,9953780.3571512,3631281.358951199,0.0,8,0.0001442187136633244
2016-03-31,9971597.178151198,3631281.358951199,0.0,8,0.0017899552090476778
2016-04-01,9920189.852027703,4973925.098927699,3541.1885235,8,-0.005155375333064316
2016-04-04,9923470.296827698,4973925.098927699,0.0,8,0.00033068367127309095
2016-04-05,9957717.5372277,4973925.098927699,0.0,8,0.003451135477369194
2016-04-06,9960039.992327698,4973925.098927699,0.0,8,0.000233231670944134
2016-04-07,9975271.9209277,4973925.098927699,0.0,8,0.0015293039597967795
2016-04-08,9955695.8119504,4178725.1052503996,1516.0145773000002,8,-0.0019624636934687523
2016-04-11,9937184.091950398,4178725.1052503996,0.0,8,-0.0018594099648747697
2016-04-12,9928793.988750398,4178725.1052503996,0.0,8,-0.0008443139547748002
2016-04-13,9928385.675450401,4178725.1052503996,0.0,8,-4.112415873058772e-05
2016-04-14,9925179.926050398,4178725.1052503996,0.0,8,-0.0003228872754137413
2016-04-15,9920290.9158024,5482311.5341024,6223.933948,8,-0.0004925865610925229
2016-04-18,9885394.7732024,5482311.5341024,0.0,8,-0.0035176531511200704
2016-04-19,9887094.873602398,5482311.5341024,0.0,8,0.0001719810325233606
2016-04-20,9879709.3852024,5482311.5341024,0.0,8,-0.0007469826571318006
2016-04-21,9867255.0732024,5482311.5341024,0.0,8,-0.0012605949744488587
2016-04-22,9863162.4969008,3362179.5704008006,5323.175101600001,8,-0.0004147634039292081
2016-04-25,9845716.078600802,3362179.5704008006,0.0,8,-0.0017688462808436167
2016-04-26,9860179.4717008,3362179.5704008006,0.0,8,0.0014690036747488922
2016-04-27,9854614.2533008,3362179.5704008006,0.0,8,-0.0005644134993659788
2016-04-28,9832499.514800802,3362179.5704008006,0.0,8,-0.002244099863431104
2016-04-29,9836582.6530772,4219521.9778772015,5576.7117235999995,8,0.00041526961382021277
2016-05-02,9794565.076277202,4219521.9778772015,0.0,8,-0.004271562419785435
2016-05-03,9801966.674577205,4219521.9778772015,0.0,8,0.0007556842230727057
2016-05-04,9803361.2610772,4219521.9778772015,0.0,8,0.00014227619275741787
2016-05-05,9789311.588177202,4219521.9778772015,0.0,8,-0.0014331485422024448
2016-05-06,9786169.686823001,3387990.6861230014,4734.1941542,8,-0.0003209522269160825
2016-05-09,9809224.675823003,3387990.6861230014,0.0,8,0.0023558746412342124
2016-05-10,9829241.508923002,3387990.6861230014,0.0,8,0.0020406131739783007
2016-05-11,9816959.849023001,3387990.6861230014,0.0,8,-0.0012495023027820906
2016-05-12,9822413.712823002,3387990.6861230014,0.0,8,0.0005555552720879486
2016-05-13,9824046.238566503,4886457.756666502,5430.1619565,8,0.00016620413181844818
2016-05-16,9823230.898866503,4886457.756666502,0.0,8,-8.299428567426492e-05
2016-05-17,9799679.391766502,4886457.756666502,0.0,8,-0.0023975316616774434
2016-05-18,9779914.142066503,4886457.756666502,0.0,8,-0.0020169281983454246
2016-05-19,9789711.150966503,4886457.756666502,0.0,8,0.0010017479456041478
2016-05-20,9797130.870686503,4926157.409686503,2021.8833800000002,8,0.0007579099736019224
2016-05-23,9809256.663386503,4926157.409686503,0.0,8,0.0012376881415641083
2016-05-24,9797705.311386503,4926157.409686503,0.0,8,-0.001177597079615178
2016-05-25,9797606.760386502,4926157.409686503,0.0,8,-1.0058579725469308e-05
2016-05-26,9803995.969286505,4926157.409686503,0.0,8,0.000652119344678681
2016-05-27,9783875.488837706,5124840.301237704,5048.4822488,8,-0.0020522734313469515
2016-05-30,9786205.062837701,5124840.301237704,0.0,8,0.0002381033980505265
2016-05-31,9783792.684637703,5124840.301237704,0.0,8,-0.00024650803702852553
2016-06-01,9765020.275537703,5124840.301237704,0.0,8,-0.0019187251513900216
2016-06-02,9778863.717637705,5124840.301237704,0.0,8,0.00141765625768131
2016-06-03,9788053.283983504,6071076.547683504,5939.475954199999,8,0.00093973764346722
2016-06-06,9796961.313983506,6071076.547683504,0.0,8,0.0009100921032558773
2016-06-07,9772657.015383504,6071076.547683504,0.0,8,-0.0024807996909522734
2016-06-08,9733420.052483507,6071076.547683504,0.0,8,-0.004014973905073438
2016-06-09,9746299.888483502,6071076.547683504,0.0,8,0.0013232590323386528
2016-06-10,9738231.949196804,4494423.017696804,5194.7102867,8,-0.0008277950995773109
2016-06-13,9749387.737996802,4494423.017696804,0.0,8,0.0011455661415948892
2016-06-14,9753481.916496806,4494423.017696804,0.0,8,0.00041994211431828354
2016-06-15,9795408.440296805,4494423.017696804,0.0,8,0.004298621165133465
2016-06-16,9793758.371196803,4494423.017696804,0.0,8,-0.0001684533228051288
2016-06-17,9805480.200182505,6531750.5666825045,4145.1679143,8,0.0011968672843896133
2016-06-20,9820366.791882504,6531750.5666825045,0.0,8,0.0015181909907606705
2016-06-21,9816241.840882506,6531750.5666825045,0.0,8,-0.000420040420833101
2016-06-22,9815704.726782504,6531750.5666825045,0.0,8,-5.471687726399388e-05
2016-06-23,9817602.182482505,6531750.5666825045,0.0,8,0.00019330814779139338
2016-06-24,9854663.464081906,6333298.441481904,2271.7514006,8,0.0037749830264592887
2016-06-27,9867055.2302819,6333298.441481904,0.0,8,0.0012574519916546123
2016-06-28,9907378.657981906,6333298.441481904,0.0,8,0.004086672949418002
2016-06-29,9907755.543581903,6333298.441481904,0.0,8,3.80408999198778e-05
2016-06-30,9924342.117281903,6333298.441481904,0.0,8,0.0016741000145834573
2016-07-01,9914618.821068106,7161391.511568104,3202.1111137999997,8,-0.0009797421429944553
2016-07-04,9929200.432468103,7161391.511568104,0.0,8,0.0014707183062865337
2016-07-05,9939940.781568103,7161391.511568104,0.0,8,0.0010816932514403632
2016-07-06,9943136.653968103,7161391.511568104,0.0,8,0.0003215182535016847
2016-07-07,9942215.127568105,7161391.511568104,0.0,8,-9.267964748627122e-05
2016-07-08,9928452.577060003,7777052.5421600025,4753.8061081000005,8,-0.0013842539445703128
2016-07-11,9914503.69596,7777052.5421600025,0.0,8,-0.0014049400943135781
2016-07-12,9905393.753860002,7777052.5421600025,0.0,8,-0.00091885003822334
2016-07-13,9918284.628260002,7777052.5421600025,0.0,8,0.0013013994920672012
2016-07-14,9900101.198360004,7777052.5421600025,0.0,8,-0.001833324065755093
2016-07-15,9878882.266700102,5948091.567300103,4791.133759900001,8,-0.002143304521313061
2016-07-18,9886437.855700102,5948091.567300103,0.0,8,0.000764822253775499
2016-07-19,9854010.428000106,5948091.567300103,0.0,8,-0.003279991051711284
2016-07-20,9858850.740000103,5948091.567300103,0.0,8,0.0004912022404850447
2016-07-21,9856525.959600102,5948091.567300103,0.0,8,-0.00023580643031428927
2016-07-22,9821647.140577205,5439570.141877203,5369.6763229,8,-0.0035386523777097834
2016-07-25,9797976.801477203,5439570.141877203,0.0,8,-0.002410017256902819
2016-07-26,9823904.481177203,5439570.141877203,0.0,8,0.002646227912694199
2016-07-27,9839076.872877203,5439570.141877203,0.0,8,0.001544435995796789
2016-07-28,9829805.042277202,5439570.141877203,0.0,8,-0.0009423476124634789
2016-07-29,9809387.202581603,3597194.283381603,3100.0188956,8,-0.0020771357730681173
2016-08-01,9798818.241481604,3597194.283381603,0.0,8,-0.001077433368846692
2016-08-02,9813438.520481601,3597194.283381603,0.0,8,0.0014920451262281365
2016-08-03,9826312.693581602,3597194.283381603,0.0,8,0.0013118921643142656
2016-08-04,9820692.166781602,3597194.283381603,0.0,8,-0.0005719873746405923
